gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore,homepenaltyscore,awaypenaltyscore
1263,2017,11,10,,3,10,5.9,4.37,1.51,0,2,0,0,0
1264,2017,11,11,,6,2,1.84,3.71,4.09,0,1,1,0,0
1265,2017,11,11,,1,7,2.34,3.55,2.86,0,1,2,0,0
1266,2017,11,12,,5,12,2.14,3.5,3.27,0,1,1,0,0
1267,2017,11,12,,11,9,2.72,3.73,2.37,0,5,2,0,0
1268,2017,11,16,,3,1,2.67,3.57,2.48,0,1,2,0,0
1269,2017,11,17,,2,5,2.99,3.35,2.35,0,3,1,0,0
1270,2017,11,18,,10,7,1.73,3.72,4.75,0,2,1,0,0
1271,2017,11,19,,9,6,2.97,3.66,2.24,0,0,2,0,0
1272,2017,11,23,,7,6,3.16,3.49,2.19,0,4,1,0,0
1273,2017,11,24,,5,9,1.39,4.98,7.23,0,1,3,0,0
1274,2017,11,25,,10,2,1.64,3.9,5.31,0,3,1,0,0
1275,2017,11,25,,11,3,1.96,3.75,3.58,0,1,4,0,0
1276,2017,11,26,,1,12,2.58,3.41,2.66,0,2,0,0,0
1277,2017,12,1,,1,10,3.54,3.4,2.08,0,0,1,0,0
1278,2017,12,2,,7,5,2.77,3.37,2.51,0,1,2,0,0
1279,2017,12,2,,12,2,1.71,3.88,4.65,0,0,2,0,0
1280,2017,12,3,,3,9,1.8,3.97,4.01,0,1,0,0,0
1281,2017,12,3,,11,6,3.05,3.57,2.23,0,2,3,0,0
1282,2017,12,8,,6,1,1.85,3.73,4.32,0,1,2,0,0
1283,2017,12,9,,9,7,2.85,3.59,2.34,0,1,2,0,0
1284,2017,12,9,,12,10,3.82,3.47,1.96,0,0,5,0,0
1285,2017,12,9,,2,11,1.78,3.91,4.16,0,0,0,0,0
1286,2017,12,10,,5,3,1.73,3.8,4.61,0,1,0,0,0
1287,2017,12,15,,10,5,1.76,3.63,4.72,0,3,1,0,0
1288,2017,12,16,,9,11,1.94,3.83,3.57,0,1,0,0,0
1289,2017,12,16,,3,12,2.52,3.51,2.65,0,0,2,0,0
1290,2017,12,16,,7,1,2.13,3.45,3.35,0,2,1,0,0
1291,2017,12,17,,2,6,3.35,3.54,2.1,0,1,2,0,0
1292,2017,12,21,,2,9,2.22,3.57,3.05,0,1,2,0,0
1293,2017,12,22,,7,12,2.21,3.5,3.13,0,4,0,0,0
1294,2017,12,23,,5,6,2.74,3.38,2.51,0,0,1,0,0
1295,2017,12,23,,11,10,6.14,4.45,1.49,0,1,4,0,0
1296,2017,12,26,,1,3,1.81,3.73,4.24,0,1,0,0,0
1297,2017,12,29,,6,7,1.95,3.81,3.59,0,2,1,0,0
1298,2017,12,30,,10,9,1.29,5.53,10.41,0,6,0,0,0
1299,2017,12,30,,1,2,1.85,3.66,4.09,0,1,2,0,0
1300,2017,12,31,,3,11,1.93,3.6,3.85,0,0,0,0,0
1301,2018,1,1,,12,5,2.75,3.33,2.53,0,2,1,0,0
1302,2018,1,3,,10,7,1.55,4.26,5.66,0,2,2,0,0
1303,2018,1,5,,9,1,2.7,3.5,2.48,0,0,3,0,0
1304,2018,1,5,,2,12,2.14,3.49,3.29,0,0,2,0,0
1305,2018,1,6,,5,11,1.59,4.26,5.14,0,2,1,0,0
1306,2018,1,6,,6,3,1.58,4.14,5.53,0,1,1,0,0
1307,2018,1,8,,2,10,6.12,4.28,1.52,0,0,3,0,0
1308,2018,1,9,,9,5,3.2,3.7,2.11,0,0,2,0,0
1309,2018,1,9,,7,3,1.72,3.87,4.65,0,2,0,0,0
1310,2018,1,10,,12,1,2.47,3.34,2.83,0,1,1,0,0
1311,2018,1,10,,11,6,3.67,3.8,1.92,0,2,1,0,0
1312,2018,1,12,,7,2,1.77,3.96,4.19,0,1,0,0,0
1313,2018,1,13,,6,9,1.45,4.97,6.05,0,3,2,0,0
1314,2018,1,13,,11,12,2.14,3.63,3.2,0,1,1,0,0
1315,2018,1,14,,1,10,4.55,3.71,1.76,0,0,0,0,0
1316,2018,1,14,,3,5,3.79,3.41,2.02,0,2,2,0,0
1317,2018,1,18,,2,9,1.8,3.87,4.14,0,3,2,0,0
1318,2018,1,19,,12,6,3.19,3.62,2.16,0,0,3,0,0
1319,2018,1,20,,10,3,1.35,5.08,8.73,0,1,1,0,0
1320,2018,1,20,,7,11,1.63,4.17,5.02,0,2,3,0,0
1321,2018,1,21,,5,1,2.12,3.37,3.48,0,5,0,0,0
1322,2018,1,25,,5,7,2.17,3.54,3.22,0,2,2,0,0
1323,2018,1,26,,6,10,3.24,3.63,2.11,0,1,3,0,0
1324,2018,1,27,,3,2,2.15,3.49,3.28,0,1,2,0,0
1325,2018,1,27,,11,1,2.51,3.48,2.68,0,0,1,0,0
1326,2018,1,28,,9,12,2.06,3.81,3.29,0,3,1,0,0
1327,2018,2,2,,10,11,1.39,4.8,7.8,0,4,0,0,0
1328,2018,2,3,,1,9,1.77,3.84,4.37,0,2,1,0,0
1329,2018,2,3,,7,6,2.2,3.69,3.04,0,2,0,0,0
1330,2018,2,4,,2,5,2.88,3.46,2.4,0,1,2,0,0
1331,2018,2,4,,3,12,2.63,3.53,2.55,0,1,2,0,0
1332,2018,2,9,,6,2,1.6,4.26,5.08,0,1,2,0,0
1333,2018,2,10,,5,10,3.41,3.5,2.11,0,0,4,0,0
1334,2018,2,11,,12,11,1.99,3.72,3.53,0,4,0,0,0
1335,2018,2,16,,12,7,2.52,3.58,2.62,0,2,2,0,0
1336,2018,2,17,,1,3,1.69,3.82,5,0,2,2,0,0
1337,2018,2,17,,11,9,2.36,3.7,2.76,0,2,1,0,0
