gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore,homepenaltyscore,awaypenaltyscore
1171,2017,1,15,,7,9,2.00,3.71,3.51,0,2,2,0,0
1172,2017,1,17,,11,6,3.85,3.77,1.86,0,3,0,0,0
1173,2017,1,19,,5,3,1.25,6.38,10.11,0,2,1,0,0
1174,2017,1,20,,10,1,1.68,3.73,5.07,0,2,0,0,0
1175,2017,1,21,,11,2,2.34,3.38,2.94,0,0,1,0,0
1176,2017,1,21,,9,6,2.82,3.54,2.36,0,2,1,0,0
1177,2017,1,22,,12,7,1.80,3.69,4.32,0,2,0,0,0
1178,2017,1,26,,6,10,2.53,3.28,2.76,0,1,2,0,0
1179,2017,1,27,,7,5,4.71,4.00,1.67,0,2,1,0,0
1180,2017,1,28,,3,9,3.60,3.89,1.91,0,2,0,0,0
1181,2017,1,28,,2,12,2.11,3.47,3.35,0,2,1,0,0
1182,2017,1,29,,1,11,2.05,3.48,3.51,0,2,2,0,0
1183,2017,2,3,,2,10,2.93,3.30,2.41,0,0,0,0,0
1184,2017,2,4,,11,12,2.58,3.41,2.65,0,1,3,0,0
1185,2017,2,4,,6,5,1.99,3.67,3.50,0,2,1,0,0
1186,2017,2,4,,9,7,2.01,3.71,3.45,0,3,2,0,0
1187,2017,2,5,,3,1,4.29,4.07,1.73,0,2,1,0,0
1188,2017,2,9,,10,11,1.38,4.93,7.79,0,3,1,0,0
1189,2017,2,10,,1,9,2.27,3.59,2.93,0,0,5,0,0
1190,2017,2,11,,5,2,2.75,3.33,2.51,0,2,2,0,0
1191,2017,2,12,,12,3,1.38,5.00,7.45,0,0,2,0,0
1192,2017,2,13,,7,6,3.83,3.80,1.87,0,0,0,0,0
1193,2017,2,17,,1,7,2.47,3.44,2.74,0,1,0,0,0
1194,2017,2,18,,11,5,3.03,3.54,2.23,0,1,5,0,0
1195,2017,2,18,,12,10,3.78,3.54,1.95,0,1,0,0,0
1196,2017,2,18,,9,2,2.28,3.76,2.83,0,2,2,0,0
1197,2017,2,19,,3,6,5.65,4.36,1.53,0,0,3,0,0
1198,2017,2,24,,5,10,2.97,3.42,2.32,0,1,3,0,0
1199,2017,2,25,,2,11,1.67,3.99,4.82,0,1,2,0,0
1200,2017,2,25,,6,1,1.34,5.28,8.17,0,2,1,0,0
1201,2017,2,25,,9,12,2.04,3.63,3.41,0,2,0,0,0
1202,2017,2,26,,7,3,1.90,3.79,3.73,0,1,1,0,0
1203,2017,3,3,,10,6,1.98,3.50,3.74,0,1,0,0,0
1204,2017,3,4,,11,9,2.66,3.67,2.43,0,3,3,0,0
1205,2017,3,4,,12,1,1.76,3.81,4.35,0,0,0,0,0
1206,2017,3,5,,3,5,4.55,4.18,1.67,0,2,3,0,0
1207,2017,3,5,,7,2,2.73,3.48,2.47,0,1,3,0,0
1208,2017,3,10,,10,3,1.21,6.78,12.24,0,1,0,0,0
1209,2017,3,11,,6,9,1.70,4.10,4.45,0,4,1,0,0
1210,2017,3,18,,5,7,1.56,4.36,5.33,0,4,0,0,0
1211,2017,3,19,,1,2,3.02,3.46,2.29,0,2,1,0,0
1212,2017,3,19,,12,11,1.81,3.77,4.11,0,3,1,0,0
1213,2017,3,24,,12,5,2.37,3.49,2.84,0,3,1,0,0
1214,2017,3,25,,3,1,2.65,3.62,2.46,0,2,3,0,0
1215,2017,3,25,,2,6,1.94,3.56,3.77,0,1,0,0,0
1216,2017,3,26,,11,7,2.54,3.49,2.64,0,5,0,0,0
1217,2017,3,26,,9,10,3.20,3.81,2.05,0,0,3,0,0
1218,2017,3,31,,1,9,2.30,3.68,2.82,0,1,1,0,0
1219,2017,4,1,,7,12,3.64,3.82,1.92,0,0,3,0,0
1220,2017,4,1,,10,5,1.67,3.92,4.87,0,3,0,0,0
1221,2017,4,2,,6,11,1.50,4.79,5.49,0,0,3,0,0
1222,2017,4,2,,2,3,1.32,5.39,8.75,0,5,1,0,0
1223,2017,4,7,,5,1,1.69,4.08,4.53,0,1,0,0,0
1224,2017,4,8,,11,10,3.09,3.62,2.18,0,1,1,0,0
1225,2017,4,8,,12,6,2.02,3.72,3.38,0,0,0,0,0
1226,2017,4,8,,9,2,2.25,3.69,2.91,0,3,1,0,0
1227,2017,4,9,,3,7,2.48,3.61,2.64,0,2,0,0,0
1228,2017,4,14,,6,3,1.26,6.29,9.25,0,1,0,0,0
1229,2017,4,15,,10,7,1.22,6.57,11.49,0,2,0,0,0
1230,2017,4,15,,1,12,2.12,3.64,3.16,0,2,2,0,0
1231,2017,4,16,,2,11,1.53,4.37,5.57,0,4,3,0,0
1232,2017,4,16,,9,5,2.84,3.73,2.27,0,5,4,0,0
1233,2017,4,21,,2,12,2.33,3.38,2.99,-1,1,1,6,5
1234,2017,4,23,,5,9,1.65,4.22,4.58,0,0,2,0,0
1235,2017,4,29,,10,9,1.40,4.82,7.26,0,3,0,0,0
1236,2017,4,30,,6,2,1.80,3.78,4.21,0,1,0,0,0
1237,2017,5,7,,10,6,1.81,3.58,4.46,-1,1,1,4,2
