gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore,homepenaltyscore,awaypenaltyscore
591,2012,12,15,,10,12,2.48,3.21,2.78,0,0,2,0,0
592,2012,12,16,,1,11,1.73,3.63,4.49,0,3,1,0,0
593,2012,12,21,,12,1,2.62,3.18,2.61,0,6,1,0,0
594,2012,12,21,,2,9,1.80,3.55,4.19,0,0,1,0,0
595,2012,12,22,,11,3,3.73,3.40,1.95,0,1,1,0,0
596,2012,12,22,,7,10,2.06,3.45,3.34,0,2,1,0,0
597,2012,12,22,,5,6,2.86,3.36,2.33,0,1,2,0,0
598,2012,12,26,,1,2,2.58,3.31,2.60,0,0,1,0,0
599,2012,12,27,,11,5,1.73,3.58,4.59,0,3,2,0,0
600,2012,12,27,,10,3,4.63,3.67,1.71,0,1,0,0,0
601,2012,12,27,,9,12,2.22,3.21,3.22,0,1,1,0,0
602,2012,12,28,,6,7,1.89,3.62,3.79,0,3,2,0,0
603,2012,12,31,,3,9,1.82,3.44,4.25,0,1,0,0,0
604,2012,12,31,,1,10,1.67,3.72,4.75,0,3,0,0,0
605,2013,1,1,,5,7,2.21,3.39,3.02,0,2,1,0,0
606,2013,1,1,,12,6,2.19,3.36,3.10,0,2,1,0,0
607,2013,1,1,,2,11,1.54,3.89,5.83,0,2,1,0,0
608,2013,1,5,,7,1,2.55,3.35,2.62,0,0,0,0,0
609,2013,1,5,,6,11,1.71,3.76,4.48,0,2,0,0,0
610,2013,1,5,,9,10,1.55,3.99,5.57,0,2,2,0,0
611,2013,1,6,,5,2,3.20,3.40,2.13,0,3,2,0,0
612,2013,1,6,,12,3,2.89,3.14,2.43,0,0,2,0,0
613,2013,1,11,,1,9,2.04,3.39,3.47,0,3,2,0,0
614,2013,1,12,,6,3,3.25,3.43,2.10,0,1,1,0,0
615,2013,1,12,,7,2,3.56,3.53,1.96,0,1,0,0,0
616,2013,1,13,,11,12,2.52,3.24,2.71,0,0,2,0,0
617,2013,1,13,,10,5,2.21,3.47,2.99,0,2,1,0,0
618,2013,1,18,,5,1,2.43,3.29,2.79,0,2,0,0,0
619,2013,1,19,,10,11,1.97,3.54,3.48,0,7,1,0,0
620,2013,1,19,,3,7,1.63,3.73,5.15,0,0,0,0,0
621,2013,1,19,,9,6,2.09,3.45,3.23,0,0,1,0,0
622,2013,1,20,,2,12,2.22,3.29,3.13,0,1,2,0,0
623,2013,1,25,,3,1,1.72,3.49,4.80,0,3,1,0,0
624,2013,1,26,,6,10,1.77,3.69,4.17,0,3,1,0,0
625,2013,1,26,,12,5,1.55,3.84,5.93,0,1,0,0,0
626,2013,1,26,,9,2,2.43,3.19,2.86,0,0,1,0,0
627,2013,1,27,,11,7,2.03,3.38,3.45,0,1,1,0,0
628,2013,2,1,,2,3,2.50,3.22,2.74,0,2,2,0,0
629,2013,2,2,,11,9,2.07,3.30,3.42,0,1,0,0,0
630,2013,2,2,,7,10,1.83,3.63,3.88,0,2,2,0,0
631,2013,2,2,,6,5,1.65,3.84,4.75,0,2,1,0,0
632,2013,2,3,,1,12,2.89,3.24,2.39,0,2,4,0,0
633,2013,2,7,,3,11,1.38,4.47,7.89,0,5,0,0,0
634,2013,2,8,,1,6,2.83,3.42,2.31,0,1,0,0,0
635,2013,2,9,,5,9,2.22,3.31,3.06,0,2,0,0,0
636,2013,2,9,,12,7,1.58,3.89,5.32,0,2,1,0,0
637,2013,2,10,,10,2,2.94,3.41,2.25,0,2,1,0,0
638,2013,2,15,,7,5,1.95,3.45,3.67,0,2,0,0,0
639,2013,2,16,,10,1,2.21,3.46,3.00,0,2,1,0,0
640,2013,2,16,,6,12,2.72,3.27,2.48,0,1,2,0,0
641,2013,2,16,,9,3,3.23,3.35,2.13,0,2,1,0,0
642,2013,2,17,,2,11,1.49,4.15,6.05,0,2,0,0,0
643,2013,2,22,,7,2,2.41,3.21,2.89,0,0,0,0,0
644,2013,2,23,,12,9,1.48,3.99,6.62,0,1,0,0,0
645,2013,2,23,,3,6,1.55,3.95,5.64,0,6,2,0,0
646,2013,2,24,,11,1,1.89,3.53,3.82,0,2,2,0,0
647,2013,2,24,,5,10,2.30,3.39,2.89,0,3,1,0,0
648,2013,2,27,,11,7,2.05,3.36,3.47,0,1,2,0,0
649,2013,3,2,,1,2,2.76,3.33,2.44,0,0,1,0,0
650,2013,3,2,,3,12,2.08,3.33,3.43,0,0,1,0,0
651,2013,3,2,,9,10,1.80,3.68,4.07,0,2,1,0,0
652,2013,3,3,,11,5,2.29,3.35,2.96,0,1,0,0,0
653,2013,3,3,,6,7,1.67,3.86,4.70,0,5,0,0,0
654,2013,3,8,,7,9,2.47,3.24,2.77,0,1,2,0,0
655,2013,3,9,,10,3,4.21,3.79,1.75,0,2,0,0,0
656,2013,3,9,,2,6,1.72,3.80,4.31,0,1,1,0,0
657,2013,3,10,,12,11,1.35,4.68,8.29,0,2,1,0,0
658,2013,3,11,,5,1,1.81,3.62,4.10,0,0,2,0,0
659,2013,3,15,,1,7,1.95,3.46,3.67,0,1,1,0,0
660,2013,3,16,,5,12,3.77,3.45,1.92,0,1,3,0,0
661,2013,3,16,,10,6,2.26,3.47,2.90,0,1,1,0,0
662,2013,3,17,,3,2,1.99,3.38,3.61,0,1,0,0,0
663,2013,3,17,,9,11,1.52,4.04,5.85,0,1,2,0,0
664,2013,3,23,,6,9,2.05,3.35,3.38,0,2,3,0,0
665,2013,3,23,,12,10,1.72,3.64,4.42,0,1,1,0,0
666,2013,3,24,,2,5,1.40,4.37,6.95,0,2,0,0,0
667,2013,3,24,,1,3,3.66,3.46,1.92,0,0,2,0,0
668,2013,3,28,,2,10,1.64,3.92,4.76,0,3,1,0,0
669,2013,3,29,,7,12,3.05,3.30,2.26,0,0,3,0,0
670,2013,3,30,,3,5,1.61,4.03,4.80,0,2,1,0,0
671,2013,3,30,,9,1,1.95,3.39,3.75,0,1,1,0,0
672,2013,3,31,,11,6,2.34,3.41,2.82,0,2,3,0,0
673,2013,4,5,,6,9,1.80,3.60,4.19,-1,2,1,0,0
674,2013,4,7,,1,2,3.23,3.32,2.17,0,1,2,0,0
675,2013,4,12,,12,2,1.94,3.39,3.79,0,2,0,0,0
676,2013,4,14,,3,6,1.51,4.20,5.73,0,1,0,0,0
677,2013,4,21,,12,3,2.75,3.14,2.55,0,0,2,0,0
