67,2013,12,20,1,5,4,17.3,1.65,2.2,0,208,132,7,10,20,17.3,2,1,1
68,2013,12,21,1,7,8,20,1.86,1.91,0,167,166,4,6,18.2,20,1,2,1
69,2013,12,22,1,3,1,6,1.74,2.07,0,0,87,0,1,0,6,1,2,3
70,2013,12,22,1,2,6,20,1.7,2.12,0,152,151,7,7,19.4,20,2,2,1
71,2013,12,26,2,6,4,20,1.79,2,0,117,111,7,8,20,20,1,1,1
72,2013,12,27,2,8,1,20,2.34,1.58,0,147,153,6,6,20,20,1,2,2
73,2013,12,28,2,2,3,19.2,1.65,2.2,0,209,210,3,7,20,19.2,1,1,2
74,2013,12,29,2,7,5,20,2.5,1.52,0,123,200,9,5,20,20,1,2,2
75,2013,12,30,3,4,2,19.2,2.08,1.72,0,210,153,3,10,20,19.2,1,1,1
76,2013,12,31,3,1,6,20,1.68,2.16,0,164,159,4,9,19,20,2,2,1
77,2014,1,1,3,3,4,20,1.7,2.17,0,111,162,10,8,17.1,20,2,2,2
78,2014,1,1,3,8,5,19.1,2.95,1.39,0,155,156,6,3,20,19.1,1,1,2
79,2014,1,2,4,2,7,20,1.67,2.18,0,136,140,7,8,20,20,1,2,2
80,2014,1,3,4,6,8,20,1.68,2.16,0,161,157,4,6,19.2,20,2,2,1
81,2014,1,4,4,4,5,16.2,2.33,1.59,0,163,167,5,1,20,16.2,1,1,2
82,2014,1,5,4,1,7,19.1,1.66,2.18,0,149,150,7,4,20,19.1,1,1,2
83,2014,1,7,5,6,3,20,1.85,1.93,0,153,147,7,7,20,20,1,1,1
84,2014,1,8,5,8,2,20,2.13,1.69,0,117,165,10,5,17.2,20,2,2,2
85,2014,1,9,5,5,1,20,1.47,2.66,0,91,90,2,9,7.3,20,2,2,1
86,2014,1,10,5,7,6,20,1.58,2.34,-1,153,153,9,5,20,20,2,2,2
87,2014,1,11,6,3,8,16.4,1.53,2.49,0,167,94,5,10,20,16.4,1,1,1
88,2014,1,11,6,2,5,19.4,2.44,1.55,0,144,149,7,7,20,19.4,1,1,2
89,2014,1,14,6,4,8,11.3,1.48,2.62,0,104,105,10,1,18.3,11.3,1,1,2
90,2014,1,15,6,7,3,20,1.77,2.02,0,179,172,6,8,20,20,1,1,1
91,2014,1,16,7,6,1,20,1.69,2.14,0,203,198,7,6,20,20,1,1,1
92,2014,1,18,7,1,2,20,1.83,1.96,0,97,129,10,7,18.2,20,2,2,2
93,2014,1,18,7,4,7,20,2.3,1.6,0,149,151,5,6,20,20,1,2,2
94,2014,1,21,7,5,3,20,1.56,2.4,0,135,131,5,9,19.1,20,1,2,1
95,2014,1,22,8,1,4,20,1.64,2.23,0,154,155,7,6,20,20,2,2,2
96,2014,1,23,8,3,2,20,1.91,1.87,0,209,169,7,8,20,20,1,1,1
97,2014,1,25,8,8,7,19.2,2.45,1.54,0,128,131,6,2,20,19.2,2,1,2
98,2014,1,27,8,5,6,20,1.72,2.09,0,161,141,6,9,20,20,1,1,1
99,2014,2,4,9,5,3,18.1,1.42,2.89,0,141,142,8,3,20,18.1,1,1,2
100,2014,2,5,9,7,6,20,1.71,2.17,0,48,193,6,5,5,20,1,2,2
101,2014,2,7,10,6,3,20,1.78,2.03,0,191,152,4,7,20,20,1,1,1
