137,2015,12,17,1,8,7,19.5,1.87,1.96,0,158,122,4,10,20,19.5,1,1,1
138,2015,12,18,1,1,5,20,2.48,1.55,0,187,168,5,7,20,20,2,1,1
139,2015,12,19,1,2,4,19.3,2.39,1.59,0,180,184,5,3,20,19.3,1,1,2
140,2015,12,20,1,7,3,15.5,1.83,1.99,0,186,91,7,10,20,15.5,1,1,1
141,2015,12,20,2,5,8,20,1.58,2.41,0,177,178,5,6,20,20,1,2,2
142,2015,12,21,2,6,1,19.1,1.53,2.51,0,151,152,6,6,20,19.1,1,1,2
143,2015,12,22,2,3,2,20,1.66,2.24,0,184,164,3,8,20,20,1,1,1
144,2015,12,23,2,4,7,18.5,1.67,2.22,0,172,174,4,7,20,18.5,2,1,2
145,2015,12,26,3,6,2,20,1.66,2.23,0,118,117,1,7,15.1,20,2,2,1
146,2015,12,27,3,7,5,18.4,1.94,1.87,0,139,143,6,5,20,18.4,1,1,2
147,2015,12,28,3,8,1,20,1.8,2.03,0,121,117,3,9,16.3,20,2,2,1
148,2015,12,29,3,2,3,20,2.24,1.66,0,179,194,9,4,20,20,2,2,2
149,2015,12,30,4,4,6,18.4,1.92,1.9,0,170,171,4,0,20,18.4,2,1,2
150,2015,12,31,4,1,7,20,1.6,2.37,0,182,176,5,5,19.3,20,1,2,1
151,2016,1,1,4,3,8,20,1.94,1.88,0,163,152,6,9,20,20,2,1,1
152,2016,1,2,4,5,4,20,1.71,2.18,0,163,161,3,7,19.1,20,1,2,1
153,2016,1,2,5,6,7,20,1.46,2.77,0,114,112,1,8,14.3,20,2,2,1
154,2016,1,3,5,2,8,20,2.27,1.65,0,189,186,4,5,19.3,20,1,2,1
155,2016,1,4,5,3,4,14,1.9,1.92,0,140,144,5,5,20,14,2,1,2
156,2016,1,5,5,1,6,17.3,2.06,1.77,0,174,138,2,10,20,17.3,1,1,1
157,2016,1,6,6,5,3,20,1.51,2.61,0,126,124,2,10,15,20,1,2,1
158,2016,1,7,6,8,6,20,2.02,1.81,0,145,175,9,5,20,20,1,2,2
159,2016,1,8,6,2,1,18.4,2.22,1.66,0,175,179,6,2,20,18.4,2,1,2
160,2016,1,9,6,4,5,18,2.13,1.72,0,155,156,6,2,20,18,2,1,2
161,2016,1,10,7,3,6,20,2.21,1.67,0,172,173,6,5,20,20,2,2,2
162,2016,1,10,7,7,2,20,1.82,1.99,0,156,162,8,8,20,20,2,2,2
163,2016,1,11,7,8,4,19.2,1.57,2.38,0,173,176,5,5,20,19.2,1,1,2
164,2016,1,13,7,1,3,19.3,1.74,2.08,0,146,143,4,10,20,19.3,2,2,1
165,2016,1,14,8,5,2,20,1.56,2.43,0,132,188,9,7,20,20,1,2,2
166,2016,1,16,8,7,8,20,2.1,1.73,0,156,202,10,5,20,20,1,2,2
167,2016,1,16,8,6,5,20,1.71,2.13,0,94,146,10,9,19,20,1,2,2
168,2016,1,18,8,4,1,20,1.74,2.04,0,143,170,10,5,15.3,20,1,2,2
169,2016,1,21,9,1,8,17.4,1.9,1.91,0,159,160,7,2,20,17.4,1,1,2
170,2016,1,22,9,5,6,20,1.94,1.87,0,140,139,3,7,18.1,20,1,2,1
171,2016,1,24,10,5,8,19.3,2.06,1.77,0,176,181,9,7,20,19.3,2,1,2
