gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore
173,2010,5,8,,2,8,1.13,27.29,5.25,,31,3
174,2010,5,8,,12,1,3.43,22.00,1.30,,14,56
175,2010,5,8,,4,7,1.98,18.67,1.82,,29,14
176,2010,5,8,,15,16,2.70,20.57,1.45,,20,14
177,2010,5,14,,6,2,1.40,21.86,2.91,,40,22
178,2010,5,14,,18,9,1.63,20.29,2.23,,32,16
179,2010,5,14,,15,7,1.14,26.86,5.10,,27,22
180,2010,5,15,,1,5,1.17,25.14,4.73,,30,20
181,2010,5,15,,14,8,1.18,24.14,4.62,,38,36
182,2010,5,15,,4,12,1.14,24.57,5.17,,59,10
183,2010,5,15,,16,3,1.11,27.14,6.23,,38,10
184,2010,5,22,,3,6,1.40,20.71,2.94,,39,24
185,2010,5,22,,16,18,1.32,21.14,3.34,,25,6
186,2010,5,29,,3,16,1.47,20.00,2.70,,25,17
