year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awaywinodds,overtime,homescore,awayscore
2011,7,3,,4,10, 1.30 ,, 3.49 ,,106,65
2011,7,3,,12,15, 1.97 ,, 1.79 ,,70,79
2011,7,8,,17,7, 2.25 ,, 1.62 ,,96,88
2011,7,9,,10,2, 1.09 ,, 7.06 ,,105,63
2011,7,9,,5,14, 1.51 ,, 2.51 ,,105,66
2011,7,9,,8,16, 5.70 ,, 1.13 ,,36,106
2011,7,10,,4,12, 1.07 ,, 8.28 ,,147,30
2011,7,10,,13,15, 3.63 ,, 1.27 ,,53,109
2011,7,10,,18,3, 3.35 ,, 1.31 ,,96,69
2011,7,15,,1,5, 2.05 ,, 1.72 ,,73,84
2011,7,16,,14,8, 1.13 ,, 5.85 ,,70,85
2011,7,16,,3,4, 5.16 ,, 1.16 ,,79,98
2011,7,16,,15,17, 1.76 ,, 2.01 ,,82,61
2011,7,16,,11,13, 1.27 ,, 3.65 ,,113,92
2011,7,17,,16,6, 1.28 ,, 3.61 ,,87,98
2011,7,17,,2,7, 7.26 ,, 1.09 ,,104,133
2011,7,17,,12,18, 3.04 ,, 1.37 ,,142,111
2011,7,22,,15,1, 1.13 ,, 6.03 ,,127,24
2011,7,23,,12,2, 1.12 ,, 6.24 ,,122,77
2011,7,23,,16,18, 1.51 ,, 2.54 ,,114,75
2011,7,23,,5,3, 2.87 ,, 1.41 ,,79,153
2011,7,23,,8,4, 15.80 ,, 1.02 ,,75,129
2011,7,24,,7,14, 1.06 ,, 8.80 ,,113,51
2011,7,24,,11,10, 4.37 ,, 1.21 ,,78,132
2011,7,24,,6,17, 2.69 ,, 1.46 ,,64,65
2011,7,29,,12,3, 3.52 ,, 1.30 ,,62,80
2011,7,30,,7,11, 1.07 ,, 8.33 ,,233,47
2011,7,30,,18,17, 2.29 ,, 1.61 ,,95,103
2011,7,30,,6,10, 2.49 ,, 1.54 ,,44,95
2011,7,30,,8,15, 7.40 ,, 1.08 ,,54,74
2011,7,31,,4,5, 1.07 ,, 8.45 ,,166,92
2011,7,31,,1,13, 1.61 ,, 2.29 ,,111,79
2011,8,5,,15,6, 1.14 ,, 5.51 ,,113,72
2011,8,6,,7,8, 1.01 ,, 17.03 ,,188,38
2011,8,6,,3,11, 1.13 ,, 5.74 ,,134,58
2011,8,6,,13,4, 13.17 ,, 1.03 ,,21,159
2011,8,6,,5,16, 1.84 ,, 1.89 ,,100,99
2011,8,7,,2,1, 1.68 ,, 2.13 ,,105,110
2011,8,7,,10,12, 1.17 ,, 4.82 ,,103,86
2011,8,7,,17,14, 1.08 ,, 7.56 ,,147,90
2011,8,12,,15,4, 5.89 ,, 1.12 ,,70,89
2011,8,13,,6,3, 2.97 ,, 1.38 ,,85,115
2011,8,13,,10,13, 1.02 ,, 15.46 ,,197,32
2011,8,13,,2,8, 1.36 ,, 3.08 ,,123,61
2011,8,13,,18,5, 2.23 ,, 1.63 ,,101,150
2011,8,14,,11,17, 4.45 ,, 1.20 ,,62,110
2011,8,14,,14,16, 3.42 ,, 1.30 ,,99,56
2011,8,14,,1,7, 8.80 ,, 1.06 ,,85,96
2011,8,19,,3,10, 2.39 ,, 1.56 ,,66,78
2011,8,20,,17,5, 1.24 ,, 3.97 ,,134,77
2011,8,20,,8,1, 4.66 ,, 1.19 ,,64,125
2011,8,20,,4,2, 1.01 ,, 16.12 ,,102,84
2011,8,20,,12,6, 1.34 ,, 3.18 ,,143,45
2011,8,21,,16,15, 2.24 ,, 1.62 ,,83,68
2011,8,21,,13,18, 4.79 ,, 1.17 ,,97,157
2011,8,21,,11,14, 2.06 ,, 1.72 ,,110,117
2011,8,26,,6,4, 13.75 ,, 1.02 ,,52,132
2011,8,27,,7,16, 1.07 ,, 8.35 ,,86,99
2011,8,27,,10,18, 1.10 ,, 6.79 ,,113,67
2011,8,27,,15,12, 1.71 ,, 2.08 ,,135,70
2011,8,27,,2,17, 3.44 ,, 1.30 ,,81,89
2011,8,28,,1,14, 1.35 ,, 3.15 ,,99,121
2011,8,28,,11,8, 1.10 ,, 6.78 ,,112,82
2011,8,28,,5,13, 1.03 ,, 12.50 ,,120,113
2011,9,2,,4,7, 1.35 ,, 3.14 ,,53,149
2011,9,3,,8,10, 5.25 ,, 1.16 ,,97,106
2011,9,3,,18,6, 1.11 ,, 6.39 ,,107,61
2011,9,3,,16,2, 1.13 ,, 5.68 ,,119,67
2011,9,3,,17,1, 1.14 ,, 5.41 ,,145,50
2011,9,3,,3,15, 1.71 ,, 2.08 ,,66,86
2011,9,4,,13,11, 2.24 ,, 1.63 ,,112,104
2011,9,4,,14,12, 2.20 ,, 1.64 ,,91,104
2011,9,9,,7,10, 1.63 ,, 2.22 ,,98,67
2011,9,10,,4,17, 1.19 ,, 4.59 ,,82,62
2011,9,10,,15,16, 1.40 ,, 2.90 ,,57,82
2011,9,11,,3,5, 1.39 ,, 2.94 ,,149,87
2011,9,16,,10,16, 1.42 ,, 2.81 ,,122,86
2011,9,17,,17,3, 1.40 ,, 2.90 ,,101,98
2011,9,23,,4,10, 1.27 ,, 3.65 ,,68,65
2011,9,24,,7,17, 1.20 ,, 4.54 ,,117,69
2011,10,1,,4,7, 1.96 ,, 1.80 ,,81,119
