year,month,day,round,hometeamindex,awayteamindex,homewinodds, drawodds , awaywinodds ,overtime,homescore,awayscore
2013,7,20,,9,5,17.22,, 1.01 ,,77,116
2013,7,20,,8,4,4.83,, 1.18 ,,85,78
2013,7,20,,11,2,3.96,, 1.25 ,,75,94
2013,7,20,,15,13,2.03,, 1.77 ,,92,97
2013,7,21,,14,6,1.7,, 2.11 ,,84,57
2013,7,21,,17,16,2.58,, 1.49 ,,79,113
2013,7,21,,1,7,4.36,, 1.21 ,,94,92
2013,7,26,,5,10,3.33,, 1.32 ,,87,143
2013,7,27,,8,3,2.82,, 1.42 ,,77,120
2013,7,27,,11,12,13.31,, 1.03 ,,28,150
2013,7,27,,4,9,1.01,, 21.45 ,,106,66
2013,7,27,,6,1,1.25,, 3.87 ,,75,53
2013,7,27,,7,15,1.07,, 8.27 ,,137,36
2013,7,28,,13,2,1.38,, 3.00 ,,71,62
2013,7,28,,18,17,2.5,, 1.52 ,,111,89
2013,7,28,,16,14,1.27,, 3.68 ,,110,63
2013,8,2,,12,7,3.35,, 1.32 ,,96,86
2013,8,3,,9,11,1.65,, 2.20 ,,124,87
2013,8,3,,10,14,1.21,, 4.32 ,,66,107
2013,8,3,,17,8,1.44,, 2.77 ,,130,113
2013,8,3,,2,15,1.26,, 3.84 ,,108,77
2013,8,3,,3,6,1.83,, 1.95 ,,80,116
2013,8,4,,18,16,7.73,, 1.08 ,,99,134
2013,8,4,,1,13,2.01,, 1.78 ,,103,107
2013,8,4,,4,5,1.86,, 1.92 ,,133,54
2013,8,9,,15,10,11.36,, 1.04 ,,56,102
2013,8,10,,14,2,1.16,, 5.05 ,,97,74
2013,8,10,,7,13,1.11,, 6.53 ,,129,104
2013,8,10,,3,18,1.34,, 3.26 ,,89,117
2013,8,10,,8,11,1.12,, 6.41 ,,90,77
2013,8,10,,16,4,1.41,, 2.86 ,,71,100
2013,8,11,,5,17,1.42,, 2.86 ,,67,120
2013,8,11,,6,9,1.01,, 18.91 ,,157,44
2013,8,11,,1,12,2.04,, 1.75 ,,79,70
2013,8,16,,10,4,1.53,, 2.48 ,,119,84
2013,8,17,,13,8,1.2,, 4.56 ,,113,96
2013,8,17,,14,3,1.3,, 3.52 ,,96,106
2013,8,17,,5,12,2.73,, 1.45 ,,70,115
2013,8,17,,17,7,2.65,, 1.48 ,,41,107
2013,8,17,,2,9,1.03,, 12.64 ,,123,63
2013,8,18,,11,6,16.1,, 1.02 ,,38,133
2013,8,18,,16,15,1.02,, 14.85 ,,118,59
2013,8,18,,18,1,2.08,, 1.72 ,,131,114
2013,8,23,,4,17,1.13,, 5.87 ,,101,39
2013,8,24,,1,11,1.02,, 15.50 ,,120,52
2013,8,24,,12,10,3.28,, 1.34 ,,103,117
2013,8,24,,7,16,1.46,, 2.71 ,,92,48
2013,8,24,,6,13,1.16,, 5.17 ,,134,60
2013,8,24,,3,5,1.41,, 2.86 ,,76,82
2013,8,25,,15,8,1.74,, 2.06 ,,116,70
2013,8,25,,9,14,16.89,, 1.01 ,,42,163
2013,8,25,,2,18,1.54,, 2.44 ,,100,93
2013,8,30,,16,10,3.02,, 1.38 ,,100,112
2013,8,31,,15,6,1.83,, 2.10 ,,112,41
2013,8,31,,7,2,1.04,, 10.44 ,,112,111
2013,8,31,,13,3,1.88,, 1.87 ,,103,104
2013,8,31,,17,1,1.87,, 1.90 ,,43,129
2013,8,31,,5,14,2.86,, 1.42 ,,65,104
2013,9,1,,8,9,1.09,, 7.35 ,,146,63
2013,9,1,,4,12,1.62,, 2.27 ,,114,125
2013,9,1,,18,11,1.08,, 7.84 ,,107,87
2013,9,6,,10,16,1.57,, 2.38 ,,105,51
2013,9,7,,7,6,1.34,, 3.29 ,,72,87
2013,9,7,,4,13,1.21,, 4.43 ,,63,87
2013,9,8,,14,3,1.47,, 2.67 ,,96,116
2013,9,13,,7,13,1.21,, 4.38 ,,96,80
2013,9,14,,16,3,1.35,, 3.19 ,,86,62
2013,9,20,,10,7,1.38,, 3.02 ,,102,97
2013,9,21,,6,16,1.29,, 3.60 ,,99,74
2013,9,28,,10,6,1.61,,2.31,,77,62
