gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore
1255,2015,4,17,,12,8,2.26,20.94,1.69,0,12,10
1256,2015,4,17,,2,5,1.67,20.61,2.27,0,28,16
1257,2015,4,18,,10,3,1.72,21.06,2.19,0,32,6
1258,2015,4,18,,6,9,1.33,22.41,3.42,0,28,24
1259,2015,4,18,,7,4,2.2,20.63,1.71,0,17,16
1260,2015,4,19,,15,14,1.35,23.08,3.32,0,22,30
1261,2015,4,19,,11,13,1.48,22.07,2.74,0,22,28
1262,2015,4,20,,16,1,2.71,19.35,1.49,0,18,10
1263,2015,4,24,,2,15,1.7,21.18,2.22,0,14,38
1264,2015,4,25,,9,10,1.32,23.81,3.48,0,28,32
1265,2015,4,25,,11,6,2.38,22.2,1.6,0,26,26
1266,2015,4,25,,4,12,1.42,22.9,2.95,0,12,14
1267,2015,4,25,,7,5,1.27,26.18,3.83,0,10,12
1268,2015,4,25,,8,13,1.36,23.73,3.22,0,28,16
1269,2015,4,26,,3,16,2.18,20.6,1.73,0,26,18
1270,2015,4,26,,1,14,1.33,24.09,3.38,0,22,30
1271,2015,5,8,,4,15,1.35,23.4,3.27,0,36,4
1272,2015,5,8,,8,3,1.32,23.11,3.43,0,8,5
1273,2015,5,9,,14,10,1.57,22.87,2.45,0,56,16
1274,2015,5,9,,16,9,1.87,21.05,1.98,0,16,20
1275,2015,5,9,,6,2,1.38,22.82,3.12,0,23,16
1276,2015,5,10,,5,11,1.74,21.58,2.13,0,30,10
1277,2015,5,10,,13,7,2.17,21.47,1.72,0,10,28
1278,2015,5,11,,1,12,1.47,22.73,2.77,0,16,10
1279,2015,5,15,,6,8,1.65,20.82,2.32,0,31,20
1280,2015,5,15,,2,4,2.52,21.85,1.56,0,10,24
1281,2015,5,16,,13,9,1.98,21.1,1.87,0,13,17
1282,2015,5,16,,10,16,1.68,20.69,2.26,0,22,23
1283,2015,5,16,,7,1,1.46,21.87,2.78,0,16,12
1284,2015,5,17,,12,14,1.51,21.79,2.64,0,32,18
1285,2015,5,17,,11,15,1.76,20.88,2.13,0,22,12
1286,2015,5,18,,5,3,1.67,21.7,2.28,0,10,11
1287,2015,5,22,,1,13,1.45,23.21,2.84,0,14,12
1288,2015,5,23,,15,6,1.48,22.2,2.76,0,0,8
1289,2015,5,24,,14,2,1.45,21.7,2.84,0,34,41
1290,2015,5,25,,11,8,1.53,21.21,2.6,0,18,31
1291,2015,5,29,,3,13,1.37,23.71,3.2,0,20,26
1292,2015,5,30,,10,1,2.56,21.45,1.53,0,16,22
1293,2015,5,30,,14,8,1.75,20.16,2.14,0,12,24
1294,2015,5,30,,6,5,1.23,25.27,4.26,0,18,14
1295,2015,5,31,,9,11,1.24,25.82,4.09,0,24,20
1296,2015,5,31,,12,16,1.41,23.11,2.96,0,42,6
1297,2015,6,1,,4,7,1.43,22.95,2.92,0,24,2
1298,2015,6,5,,15,10,1.84,20.57,2.03,0,20,27
1299,2015,6,5,,8,5,1.43,22.47,2.91,0,44,10
1300,2015,6,6,,11,14,2.03,19.52,1.83,0,22,44
1301,2015,6,6,,1,9,1.6,20.76,2.43,0,36,4
1302,2015,6,6,,3,7,2.25,20.97,1.69,0,0,20
1303,2015,6,7,,16,4,3.62,22.48,1.3,0,10,4
1304,2015,6,8,,2,12,1.8,19.68,2.1,0,29,16
1305,2015,6,8,,13,6,2.48,21.09,1.56,0,30,36
1306,2015,6,12,,15,1,3.62,21.03,1.31,0,34,6
1307,2015,6,13,,9,4,1.63,20.52,2.35,0,21,25
1308,2015,6,14,,10,2,2.26,21.08,1.68,0,28,14
1309,2015,6,15,,7,13,2.2,19.99,1.73,0,22,26
1310,2015,6,19,,5,15,1.58,21.4,2.48,0,30,20
1311,2015,6,20,,14,6,1.75,20.41,2.14,0,20,21
1312,2015,6,20,,10,9,2.23,20.56,1.69,0,14,36
1313,2015,6,20,,2,3,1.54,21.33,2.55,0,24,12
1314,2015,6,21,,11,16,1.76,21.19,2.12,0,28,30
1315,2015,6,21,,7,8,2.31,20.72,1.65,0,12,14
1316,2015,6,22,,12,4,2.49,20.49,1.57,0,14,19
1317,2015,6,26,,1,5,1.34,22.82,3.42,0,20,8
1318,2015,6,26,,8,11,1.17,28.44,5.14,0,44,22
1319,2015,6,27,,9,14,1.5,21.88,2.68,0,30,8
1320,2015,6,27,,6,16,1.5,22.71,2.68,0,18,24
1321,2015,6,27,,13,12,2.2,20.57,1.71,0,16,12
1322,2015,6,28,,4,10,1.11,31.77,6.52,0,20,10
1323,2015,6,28,,15,3,1.63,20.61,2.36,0,12,35
1324,2015,6,29,,2,7,1.39,20.6,3.16,0,20,4
1325,2015,7,3,,3,1,2.53,21.03,1.55,0,20,6
1326,2015,7,4,,12,6,1.74,21.86,2.13,0,12,18
1327,2015,7,5,,5,16,1.4,22.22,3.04,0,28,16
1328,2015,7,6,,15,13,2.91,21.71,1.43,0,16,28
1329,2015,7,10,,14,11,1.4,23.73,3.06,0,36,22
1330,2015,7,11,,3,4,2.79,22.24,1.46,0,4,24
1331,2015,7,11,,2,8,1.59,22.61,2.44,0,8,16
1332,2015,7,12,,9,7,1.58,21.71,2.45,0,28,14
1333,2015,7,12,,16,12,1.39,21.96,3.12,0,28,8
1334,2015,7,13,,10,5,2.88,22.37,1.44,0,6,38
1335,2015,7,17,,13,2,3.09,22.5,1.4,0,4,28
1336,2015,7,17,,7,3,1.39,21.4,3.17,0,52,10
1337,2015,7,18,,14,16,1.62,20.11,2.4,-1,20,21
1338,2015,7,18,,11,10,1.5,19.89,2.7,0,30,2
1339,2015,7,18,,12,1,2.97,22.36,1.42,0,8,24
1340,2015,7,19,,4,9,1.32,23.5,3.55,0,24,0
1341,2015,7,19,,8,15,1.15,31.32,5.6,0,42,16
1342,2015,7,20,,5,6,1.92,19.21,1.95,0,12,30
1343,2015,7,24,,15,4,6.01,30.54,1.13,0,8,33
1344,2015,7,24,,8,10,1.11,29.72,6.75,0,34,0
1345,2015,7,25,,9,5,1.36,23.47,3.28,0,12,32
1346,2015,7,25,,7,12,1.5,22.26,2.69,0,22,4
1347,2015,7,25,,1,11,1.14,25.87,5.8,0,52,6
1348,2015,7,26,,3,14,1.86,20.55,2.01,0,24,34
1349,2015,7,26,,2,16,1.36,24.46,3.28,0,16,18
1350,2015,7,27,,6,13,1.06,36.32,9.03,0,46,4
1351,2015,7,31,,15,7,3.1,22.71,1.4,0,34,16
1352,2015,7,31,,4,2,1.3,22.9,3.75,0,38,28
1353,2015,8,1,,9,16,1.78,19.94,2.11,0,14,18
1354,2015,8,1,,6,14,1.22,28.39,4.35,0,32,24
1355,2015,8,1,,5,8,2.74,22.42,1.48,0,44,14
1356,2015,8,2,,12,11,1.37,23.06,3.2,0,46,24
1357,2015,8,2,,1,3,1.12,34.36,6.09,0,20,16
1358,2015,8,3,,10,13,1.55,21.44,2.56,0,24,14
1359,2015,8,7,,5,1,2.17,20.24,1.75,0,28,8
1360,2015,8,7,,8,2,1.45,22.03,2.88,0,16,18
1361,2015,8,8,,9,12,2.28,20.42,1.67,0,0,36
1362,2015,8,8,,16,6,2.45,20.99,1.58,0,30,18
1363,2015,8,8,,13,3,2.4,21.13,1.62,0,10,4
1364,2015,8,9,,7,10,1.17,29.8,5.34,0,36,14
1365,2015,8,9,,11,4,5.89,30.94,1.14,0,22,38
1366,2015,8,10,,14,15,1.44,22.41,2.88,0,18,20
1367,2015,8,13,,6,1,1.49,21.95,2.7,0,18,31
1368,2015,8,14,,8,12,1.26,26.95,3.9,0,32,6
1369,2015,8,15,,15,11,1.41,22.34,2.98,0,18,24
1370,2015,8,15,,3,9,1.36,21.9,3.24,0,24,10
1371,2015,8,15,,4,13,1.06,35.61,8.87,0,28,18
1372,2015,8,16,,14,5,2.59,20.82,1.53,0,24,26
1373,2015,8,16,,2,10,1.13,30.56,5.99,0,36,14
1374,2015,8,17,,16,7,1.81,18.59,2.07,0,2,30
1375,2015,8,20,,12,3,1.41,20.99,3,0,19,12
1376,2015,8,21,,1,2,1.92,18.52,1.94,0,18,32
1377,2015,8,22,,16,15,1.44,22.16,2.88,0,40,18
1378,2015,8,22,,9,6,4.64,25.95,1.2,0,16,50
1379,2015,8,22,,4,8,1.48,21.67,2.71,0,12,10
1380,2015,8,23,,10,14,3.01,21.14,1.41,0,28,12
1381,2015,8,23,,5,13,1.09,29.65,7.42,0,16,20
1382,2015,8,24,,7,11,1.11,29.8,6.4,0,6,20
1383,2015,8,27,,1,8,2.2,20.74,1.71,0,12,47
1384,2015,8,28,,5,4,1.96,19.08,1.9,0,10,46
1385,2015,8,29,,13,16,2.59,21.6,1.53,0,28,35
1386,2015,8,29,,11,2,3.06,21.25,1.38,0,18,20
1387,2015,8,29,,7,6,1.73,20.08,2.18,0,14,6
1388,2015,8,30,,15,9,1.29,22.93,3.78,0,50,16
1389,2015,8,30,,10,12,3.31,21.05,1.36,0,28,26
1390,2015,8,31,,14,3,1.48,21.65,2.73,0,34,18
1391,2015,9,3,,8,7,1.73,20.97,2.17,0,8,15
1392,2015,9,4,,4,1,1.32,23.32,3.54,0,30,0
1393,2015,9,5,,3,11,2.68,21.78,1.5,0,30,12
1394,2015,9,5,,12,15,1.75,21.15,2.13,-1,32,30
1395,2015,9,5,,6,10,1.16,26.27,5.39,0,42,12
1396,2015,9,6,,13,14,1.57,21.3,2.5,0,24,28
1397,2015,9,6,,16,5,1.46,22.15,2.85,-1,12,14
1398,2015,9,6,,2,9,1.07,37.42,8.05,0,26,22
1399,2015,9,11,,4,7,1.37,36.92,3.24,0,18,20
1400,2015,9,12,,2,12,1.35,23.56,3.29,-1,11,10
1401,2015,9,12,,8,6,1.74,19.11,2.18,0,16,12
1402,2015,9,13,,16,1,1.68,18.54,2.3,0,28,12
1403,2015,9,18,,4,2,1.39,21.16,3.15,0,38,12
1404,2015,9,19,,6,16,1.38,23.21,3.15,0,39,0
1405,2015,9,25,,8,4,2.14,20.66,1.75,0,31,12
1406,2015,9,26,,7,6,2.08,19.47,1.81,0,12,32
1407,2015,10,4,,8,6,1.92,19,1.97,-1,16,17
