gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore
460,2011,4,29,,1,16,1.38,20.4,3.01,0,31,12
461,2011,4,30,,10,4,1.71,18.5,2.12,0,24,13
462,2011,4,30,,6,5,1.79,18.3,2.01,0,22,20
463,2011,4,30,,7,11,1.36,20.8,3.06,0,42,12
464,2011,5,1,,9,3,1.44,20,2.72,0,26,18
465,2011,5,1,,14,15,1.8,18.2,1.99,0,12,49
466,2011,5,1,,12,13,1.14,27.8,5.12,0,30,0
467,2011,5,7,,8,7,2.66,19.18,1.47,0,22,29
468,2011,5,8,,10,9,1.52,18.7,2.49,0,14,34
469,2011,5,8,,12,6,1.47,19.3,2.63,0,22,8
470,2011,5,9,,5,14,1.34,21.69,3.19,0,20,0
471,2011,5,13,,2,12,2.55,19.9,1.5,0,10,15
472,2011,5,13,,3,8,2.62,19.9,1.47,0,33,10
473,2011,5,14,,7,14,1.13,27,5.3,0,12,20
474,2011,5,14,,1,15,3.1,21.2,1.35,0,29,18
475,2011,5,14,,6,13,1.44,20.4,2.73,0,40,26
476,2011,5,15,,11,9,1.71,18.5,2.09,0,16,25
477,2011,5,15,,16,4,2.64,20.2,1.46,0,18,4
478,2011,5,16,,10,5,2.44,18.5,1.54,0,12,16
479,2011,5,20,,14,2,2.46,17.87,1.55,0,20,12
480,2011,5,21,,15,3,1.33,21.26,3.25,0,20,18
481,2011,5,22,,9,1,1.37,20.69,3.03,0,12,6
482,2011,5,22,,4,11,1.78,17.45,2.04,0,12,10
483,2011,5,23,,13,16,1.42,20.31,2.85,0,40,6
484,2011,5,27,,5,8,1.5,18.89,2.58,0,34,10
485,2011,5,27,,2,10,1.46,19.18,2.7,0,28,6
486,2011,5,28,,11,13,1.58,18.9,2.33,0,8,6
487,2011,5,28,,6,4,1.46,19.21,2.72,0,20,6
488,2011,5,29,,7,16,1.19,22.68,4.55,0,14,8
489,2011,5,29,,12,15,1.46,19.25,2.71,0,24,18
490,2011,5,30,,3,1,1.56,18.16,2.4,0,22,10
491,2011,6,3,,13,12,3.75,20.69,1.27,-1,14,14
492,2011,6,3,,16,8,2.69,19.96,1.47,0,16,34
493,2011,6,4,,10,3,1.75,17.74,2.08,0,10,23
494,2011,6,4,,2,5,2.23,18.3,1.64,0,4,38
495,2011,6,4,,4,9,2.09,18.38,1.74,0,13,6
496,2011,6,5,,14,6,1.55,18.32,2.45,0,24,40
497,2011,6,5,,1,7,2.74,19.54,1.45,0,6,16
498,2011,6,6,,15,11,1.31,20.55,3.38,-1,17,16
499,2011,6,10,,12,10,1.85,17.7,1.94,0,14,28
500,2011,6,11,,5,6,1.15,26.8,4.94,0,24,4
501,2011,6,12,,9,15,1.52,19.89,2.5,0,22,26
502,2011,6,12,,8,14,1.89,16.9,1.91,-1,25,24
503,2011,6,13,,7,4,1.7,19.05,2.13,0,21,4
504,2011,6,17,,8,12,1.9,17.6,1.89,0,21,14
505,2011,6,17,,1,10,1.69,18.52,2.16,0,31,8
506,2011,6,18,,11,3,1.52,18.5,2.52,0,16,12
507,2011,6,18,,6,9,1.5,19.31,2.56,0,30,10
508,2011,6,19,,2,16,1.43,20.05,2.79,0,10,26
509,2011,6,19,,15,7,1.68,19.2,2.17,0,4,12
510,2011,6,20,,5,13,1.27,20.53,3.74,0,22,18
511,2011,6,24,,15,2,2.35,19.18,1.58,0,6,16
512,2011,6,24,,1,8,2.6,19.6,1.48,0,16,12
513,2011,6,25,,10,16,1.74,18.31,2.09,0,12,36
514,2011,6,25,,14,13,1.64,19.04,2.24,0,25,12
515,2011,6,26,,9,7,1.99,18.12,1.81,0,8,16
516,2011,6,26,,3,6,1.66,18.76,2.2,0,30,20
517,2011,6,26,,11,4,1.63,19.04,2.27,0,18,10
518,2011,6,27,,12,5,1.61,18.9,2.27,0,24,6
519,2011,7,1,,13,8,1.59,17.67,2.37,0,12,16
520,2011,7,2,,3,2,2.49,17.14,1.55,0,20,6
521,2011,7,3,,16,1,2.06,17.16,1.78,0,26,4
522,2011,7,3,,12,11,1.69,18.1,2.15,0,10,14
523,2011,7,4,,4,14,1.99,16.73,1.83,0,12,38
524,2011,7,8,,9,10,1.3,21.97,3.51,0,22,6
525,2011,7,8,,13,15,2.16,18.31,1.69,0,22,6
526,2011,7,9,,16,14,1.67,18.71,2.2,0,26,12
527,2011,7,9,,2,7,2.61,19.87,1.5,0,18,28
528,2011,7,10,,4,3,2.13,18.93,1.71,0,34,26
529,2011,7,10,,5,1,1.3,22.11,3.45,0,36,22
530,2011,7,11,,11,6,1.23,23.2,3.91,0,12,22
531,2011,7,15,,9,2,1.47,19.91,2.64,0,36,12
532,2011,7,15,,8,10,1.21,24.97,4.24,0,30,10
533,2011,7,16,,1,4,1.8,18.3,1.99,-1,21,20
534,2011,7,16,,6,15,2.1,19.5,1.72,0,18,38
535,2011,7,16,,3,13,1.65,19.03,2.24,-1,23,22
536,2011,7,17,,14,7,2.36,18.03,1.59,0,0,26
537,2011,7,17,,11,5,2.67,20.17,1.47,0,10,32
538,2011,7,18,,12,16,1.3,22.69,3.4,0,38,8
539,2011,7,22,,2,13,2.05,17.88,1.77,-1,8,7
540,2011,7,22,,7,8,1.51,19,2.54,0,26,6
541,2011,7,23,,10,6,1.95,17.88,1.85,0,20,28
542,2011,7,23,,16,11,1.75,18.25,2.07,0,0,18
543,2011,7,23,,15,4,1.45,20.5,2.72,0,19,12
544,2011,7,24,,1,9,2.03,18.38,1.78,0,16,48
545,2011,7,24,,3,5,2.65,19.63,1.48,0,8,12
546,2011,7,25,,14,12,3.06,20.38,1.37,0,24,19
547,2011,7,29,,5,15,1.45,20.38,2.75,0,12,14
548,2011,7,29,,8,16,1.19,24.75,4.49,0,46,16
549,2011,7,30,,4,2,1.81,17.88,2,0,32,28
550,2011,7,30,,6,3,1.62,18.88,2.28,0,30,18
551,2011,7,31,,9,14,1.39,20.5,2.95,0,29,10
552,2011,7,31,,11,10,1.35,21.25,3.19,0,50,20
553,2011,7,31,,12,1,1.16,24.75,4.94,0,24,34
554,2011,8,1,,13,7,2.95,19.75,1.4,0,18,22
555,2011,8,5,,2,6,2,18.1,1.8,0,14,6
556,2011,8,5,,15,12,2.35,18.7,1.57,0,16,14
557,2011,8,6,,7,3,1.17,24.6,4.62,0,26,6
558,2011,8,6,,16,10,1.32,21.2,3.26,0,16,20
559,2011,8,6,,8,9,1.44,19.6,2.71,0,21,20
560,2011,8,7,,11,14,1.37,20.6,3,0,40,8
561,2011,8,7,,5,4,1.25,22.4,3.79,0,36,8
562,2011,8,8,,1,13,1.6,18.3,2.31,0,56,6
563,2011,8,12,,6,8,2.03,18.1,1.78,0,16,34
564,2011,8,12,,3,15,3.14,20.8,1.35,0,18,32
565,2011,8,13,,9,11,1.43,20.6,2.77,0,20,12
566,2011,8,13,,10,7,6.38,27,1.1,0,16,40
567,2011,8,13,,13,5,3.54,21.6,1.29,0,20,26
568,2011,8,14,,14,1,2.22,18.5,1.64,0,18,47
569,2011,8,14,,12,4,1.12,28.6,5.83,0,12,20
570,2011,8,15,,16,2,2.19,18.3,1.66,0,12,19
571,2011,8,19,,7,12,1.64,18.9,2.23,0,8,6
572,2011,8,19,,1,6,1.65,19.3,2.21,-1,26,24
573,2011,8,20,,10,14,1.68,18.7,2.17,0,26,18
574,2011,8,20,,3,9,2.93,20.6,1.39,0,12,26
575,2011,8,20,,4,16,1.48,20.2,2.66,0,36,25
576,2011,8,21,,5,2,1.25,22,3.86,0,27,16
577,2011,8,21,,15,13,1.28,21.8,3.53,0,31,12
578,2011,8,22,,11,8,2.29,18.9,1.6,0,6,26
579,2011,8,26,,13,4,1.75,18.7,2.05,-1,12,13
580,2011,8,26,,5,7,1.58,19.2,2.36,0,18,4
581,2011,8,27,,2,11,1.73,18.3,2.09,0,32,22
582,2011,8,27,,14,3,1.53,19.5,2.47,0,18,19
583,2011,8,27,,6,16,1.09,29.6,6.26,0,28,20
584,2011,8,28,,12,9,1.47,19.9,2.65,0,26,22
585,2011,8,28,,8,1,1.52,19.5,2.52,0,22,10
586,2011,8,29,,15,10,1.05,35,7.86,0,39,10
587,2011,9,2,,12,3,1.18,23.8,4.68,0,32,12
588,2011,9,2,,11,1,1.82,17.2,1.98,0,40,24
589,2011,9,3,,9,6,1.44,19.6,2.72,0,18,6
590,2011,9,3,,10,13,2.01,17.6,1.79,0,12,32
591,2011,9,3,,16,15,4.14,23.2,1.21,0,22,30
592,2011,9,4,,2,14,1.29,21.6,3.51,0,36,22
593,2011,9,4,,8,5,1.21,23.4,4.16,0,18,10
594,2011,9,4,,4,7,2.78,19.8,1.44,0,40,8
595,2011,9,9,,15,12,2.11,18.63,1.72,0,21,12
596,2011,9,10,,8,9,1.64,18.88,2.23,0,40,10
597,2011,9,10,,5,6,1.43,20.5,2.81,0,42,8
598,2011,9,11,,7,11,1.27,21.75,3.68,0,18,8
599,2011,9,16,,15,9,1.31,21.25,3.36,0,20,22
600,2011,9,17,,8,12,1.62,17.88,2.3,-1,13,12
601,2011,9,23,,5,8,1.39,20,2.91,0,26,14
602,2011,9,24,,7,9,1.39,20.6,2.97,0,12,20
603,2011,10,2,,5,9,1.47,20.2,2.67,0,24,10
