gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awaywinodds,overtime,homescore,awayscore
1804,2018,03,29,,06,03,,,,,,
1805,2018,03,30,,01,02,,,,,,
1806,2018,03,30,,16,07,,,,,,
1807,2018,03,31,,04,09,,,,,,
1808,2018,03,31,,05,14,,,,,,
1809,2018,04,01,,12,11,,,,,,
1810,2018,04,01,,08,10,,,,,,
1811,2018,04,02,,15,13,,,,,,
